"state","year","gstpp"
"Montana",1974,0
"Montana",1975,0
"Montana",1976,0
"Montana",1977,0
"Montana",1978,0
"Montana",1979,0
"Montana",1980,0
"Montana",1981,0
"Montana",1982,0
"Montana",1983,0
"Montana",1984,0
"Montana",1985,0
"Montana",1986,0
"Montana",1987,0
"Montana",1988,0
"Montana",1989,0
"Montana",1990,0
"Montana",1991,0
"Montana",1992,0
"Montana",1993,0
"Montana",1994,0
"Montana",1995,0
"Montana",1996,0
"Montana",1997,0
"Montana",1998,0
"Montana",1999,0
"Montana",2000,0
"Montana",2001,0
"Montana",2002,0
"Montana",2003,0
"Montana",2004,0
"Montana",2005,0
"Montana",2006,0
"Montana",2007,0
"Montana",2008,0
"Montana",2009,0
"Montana",2010,0
"Montana",2011,0
"Montana",2012,0
"Montana",2013,0
"Montana",2014,0
"Nebraska",1970,1
"Nebraska",1971,1
"Nebraska",1972,1
"Nebraska",1973,1
"Nebraska",1974,1
"Nebraska",1975,1
"Nebraska",1976,1
"Nebraska",1977,2
"Nebraska",1978,2
"Nebraska",1979,2
"Nebraska",1980,2
"Nebraska",1981,2
"Nebraska",1982,3
"Nebraska",1983,4
"Nebraska",1984,3
"Nebraska",1985,4
"Nebraska",1986,4
"Nebraska",1987,5
"Nebraska",1988,6
"Nebraska",1989,6
"Nebraska",1990,8
"Nebraska",1991,8
"Nebraska",1992,9
"Nebraska",1993,9
"Nebraska",1994,9
"Nebraska",1995,9
"Nebraska",1996,9
"Nebraska",1997,10
"Nebraska",1998,10
"Nebraska",1999,13
"Nebraska",2000,14
"Nebraska",2001,15
"Nebraska",2002,17
"Nebraska",2003,17
"Nebraska",2004,19
"Nebraska",2005,20
"Nebraska",2006,20
"Nebraska",2007,21
"Nebraska",2008,21
"Nebraska",2009,26
"Nebraska",2010,27
"Nebraska",2011,28
"Nebraska",2012,28
"Nebraska",2013,29
"Nebraska",2014,29
"Nevada",1970,1
"Nevada",1971,1
"Nevada",1972,1
"Nevada",1973,2
"Nevada",1974,2
"Nevada",1975,1
"Nevada",1976,2
"Nevada",1977,2
"Nevada",1978,2
"Nevada",1979,2
"Nevada",1980,2
"Nevada",1981,4
"Nevada",1982,5
"Nevada",1983,5
"Nevada",1984,6
"Nevada",1985,6
"Nevada",1986,7
"Nevada",1987,8
"Nevada",1988,8
"Nevada",1989,10
"Nevada",1990,11
"Nevada",1991,13
"Nevada",1992,13
"Nevada",1993,13
"Nevada",1994,13
"Nevada",1995,13
"Nevada",1996,13
"Nevada",1997,13
"Nevada",1998,14
"Nevada",1999,20
"Nevada",2000,21
"Nevada",2001,22
"Nevada",2002,22
"Nevada",2003,25
"Nevada",2004,25
"Nevada",2005,25
"Nevada",2006,25
"Nevada",2007,26
"Nevada",2008,26
"Nevada",2009,34
"Nevada",2010,34
"Nevada",2011,36
"Nevada",2012,36
"Nevada",2013,36
"Nevada",2014,36
"New Hampshire",1970,0
"New Hampshire",1971,0
"New Hampshire",1972,0
"New Hampshire",1973,0
"New Hampshire",1974,0
"New Hampshire",1975,0
"New Hampshire",1976,0
"New Hampshire",1977,0
"New Hampshire",1978,0
"New Hampshire",1979,0
"New Hampshire",1980,0
"New Hampshire",1981,0
"New Hampshire",1982,0
"New Hampshire",1983,0
"New Hampshire",1984,0
"New Hampshire",1985,0
"New Hampshire",1986,0
"New Hampshire",1987,0
"New Hampshire",1988,0
"New Hampshire",1989,0
"New Hampshire",1990,0
"New Hampshire",1991,0
"New Hampshire",1992,0
"New Hampshire",1993,0
"New Hampshire",1994,0
"New Hampshire",1995,0
"New Hampshire",1996,0
"New Hampshire",1997,0
"New Hampshire",1998,0
"New Hampshire",1999,0
"New Hampshire",2000,0
"New Hampshire",2001,0
"New Hampshire",2002,0
"New Hampshire",2003,0
"New Hampshire",2004,0
"New Hampshire",2005,0
"New Hampshire",2006,0
"New Hampshire",2007,0
"New Hampshire",2008,0
"New Hampshire",2009,0
"New Hampshire",2010,0
"New Hampshire",2011,0
"New Hampshire",2012,0
"New Hampshire",2013,0
"New Hampshire",2014,0
"New Jersey",1970,0
"New Jersey",1971,0
"New Jersey",1972,0
"New Jersey",1973,0
"New Jersey",1974,0
"New Jersey",1975,0
"New Jersey",1976,0
"New Jersey",1977,0
"New Jersey",1978,0
"New Jersey",1979,0
"New Jersey",1980,0
"New Jersey",1981,0
"New Jersey",1982,0
"New Jersey",1983,0
"New Jersey",1984,0
"New Jersey",1985,0
"New Jersey",1986,0
"New Jersey",1987,0
"New Jersey",1988,0
"New Jersey",1989,0
"New Jersey",1990,13
"New Jersey",1991,13
"New Jersey",1992,12
"New Jersey",1993,12
"New Jersey",1994,12
"New Jersey",1995,12
"New Jersey",1996,12
"New Jersey",1997,13
"New Jersey",1998,16
"New Jersey",1999,17
"New Jersey",2000,18
"New Jersey",2001,19
"New Jersey",2002,23
"New Jersey",2003,32
"New Jersey",2004,33
"New Jersey",2005,33
"New Jersey",2006,42
"New Jersey",2007,43
"New Jersey",2008,44
"New Jersey",2009,50
"New Jersey",2010,51
"New Jersey",2011,51
"New Jersey",2012,51
"New Jersey",2013,52
"New Jersey",2014,52
"New Mexico",1970,2
"New Mexico",1971,2
"New Mexico",1972,2
"New Mexico",1973,2
"New Mexico",1974,2
"New Mexico",1975,2
"New Mexico",1976,2
"New Mexico",1977,2
"New Mexico",1978,2
"New Mexico",1979,2
"New Mexico",1980,2
"New Mexico",1981,3
"New Mexico",1982,3
"New Mexico",1983,3
"New Mexico",1984,4
"New Mexico",1985,4
"New Mexico",1986,5
"New Mexico",1987,6
"New Mexico",1988,6
"New Mexico",1989,6
"New Mexico",1990,6
"New Mexico",1991,8
"New Mexico",1992,9
"New Mexico",1993,8
"New Mexico",1994,8
"New Mexico",1995,8
"New Mexico",1996,9
"New Mexico",1997,9
"New Mexico",1998,10
"New Mexico",1999,14
"New Mexico",2000,15
"New Mexico",2001,16
"New Mexico",2002,17
"New Mexico",2003,19
"New Mexico",2004,19
"New Mexico",2005,19
"New Mexico",2006,19
"New Mexico",2007,20
"New Mexico",2008,21
"New Mexico",2009,25
"New Mexico",2010,30
"New Mexico",2011,31
"New Mexico",2012,32
"New Mexico",2013,32
"New Mexico",2014,33
"New York",1970,2
"New York",1971,1
"New York",1972,2
"New York",1973,2
"New York",1974,2
"New York",1975,2
"New York",1976,2
"New York",1977,2
"New York",1978,2
"New York",1979,2
"New York",1980,2
"New York",1981,2
"New York",1982,3
"New York",1983,3
"New York",1984,3
"New York",1985,3
"New York",1986,4
"New York",1987,4
"New York",1988,5
"New York",1989,7
"New York",1990,7
"New York",1991,8
"New York",1992,8
"New York",1993,8
"New York",1994,8
"New York",1995,8
"New York",1996,9
"New York",1997,9
"New York",1998,10
"New York",1999,13
"New York",2000,16
"New York",2001,17
"New York",2002,23
"New York",2003,22
"New York",2004,22
"New York",2005,22
"New York",2006,22
"New York",2007,22
"New York",2008,27
"New York",2009,31
"New York",2010,39
"New York",2011,39
"New York",2012,40
"New York",2013,40
"New York",2014,40
"North Carolina",1970,1
"North Carolina",1971,1
"North Carolina",1972,1
"North Carolina",1973,1
"North Carolina",1974,2
"North Carolina",1975,2
"North Carolina",1976,2
"North Carolina",1977,2
"North Carolina",1978,1
"North Carolina",1979,2
"North Carolina",1980,2
"North Carolina",1981,2
"North Carolina",1982,3
"North Carolina",1983,3
"North Carolina",1984,3
"North Carolina",1985,3
"North Carolina",1986,3
"North Carolina",1987,3
"North Carolina",1988,3
"North Carolina",1989,3
"North Carolina",1990,4
"North Carolina",1991,6
"North Carolina",1992,6
"North Carolina",1993,5
"North Carolina",1994,6
"North Carolina",1995,6
"North Carolina",1996,6
"North Carolina",1997,7
"North Carolina",1998,8
"North Carolina",1999,10
"North Carolina",2000,11
"North Carolina",2001,12
"North Carolina",2002,12
"North Carolina",2003,14
"North Carolina",2004,14
"North Carolina",2005,15
"North Carolina",2006,15
"North Carolina",2007,16
"North Carolina",2008,16
"North Carolina",2009,26
"North Carolina",2010,26
"North Carolina",2011,27
"North Carolina",2012,22
"North Carolina",2013,22
"North Carolina",2014,23
"North Dakota",1970,2
"North Dakota",1971,2
"North Dakota",1972,2
"North Dakota",1973,2
"North Dakota",1974,2
"North Dakota",1975,2
"North Dakota",1976,2
"North Dakota",1977,2
"North Dakota",1978,2
"North Dakota",1979,2
"North Dakota",1980,2
"North Dakota",1981,3
"North Dakota",1982,2
"North Dakota",1983,4
"North Dakota",1984,4
"North Dakota",1985,4
"North Dakota",1986,5
"North Dakota",1987,7
"North Dakota",1988,7
"North Dakota",1989,9
"North Dakota",1990,10
"North Dakota",1991,10
"North Dakota",1992,11
"North Dakota",1993,11
"North Dakota",1994,11
"North Dakota",1995,11
"North Dakota",1996,12
"North Dakota",1997,12
"North Dakota",1998,13
"North Dakota",1999,18
"North Dakota",2000,18
"North Dakota",2001,20
"North Dakota",2002,21
"North Dakota",2003,18
"North Dakota",2004,17
"North Dakota",2005,17
"North Dakota",2006,17
"North Dakota",2007,18
"North Dakota",2008,18
"North Dakota",2009,21
"North Dakota",2010,22
"North Dakota",2011,23
"North Dakota",2012,22
"North Dakota",2013,23
"North Dakota",2014,24
"Ohio",1970,2
"Ohio",1971,2
"Ohio",1972,0
"Ohio",1973,0
"Ohio",1974,0
"Ohio",1975,0
"Ohio",1976,0
"Ohio",1977,0
"Ohio",1978,0
"Ohio",1979,0
"Ohio",1980,0
"Ohio",1981,0
"Ohio",1982,4
"Ohio",1983,4
"Ohio",1984,4
"Ohio",1985,4
"Ohio",1986,5
"Ohio",1987,5
"Ohio",1988,6
"Ohio",1989,7
"Ohio",1990,7
"Ohio",1991,8
"Ohio",1992,8
"Ohio",1993,8
"Ohio",1994,8
"Ohio",1995,8
"Ohio",1996,8
"Ohio",1997,9
"Ohio",1998,10
"Ohio",1999,13
"Ohio",2000,14
"Ohio",2001,15
"Ohio",2002,18
"Ohio",2003,21
"Ohio",2004,21
"Ohio",2005,23
"Ohio",2006,23
"Ohio",2007,24
"Ohio",2008,25
"Ohio",2009,29
"Ohio",2010,30
"Ohio",2011,31
"Ohio",2012,31
"Ohio",2013,31
"Ohio",2014,33
"Oklahoma",1970,0
"Oklahoma",1971,0
"Oklahoma",1972,0
"Oklahoma",1973,0
"Oklahoma",1974,0
"Oklahoma",1975,0
"Oklahoma",1976,0
"Oklahoma",1977,0
"Oklahoma",1978,0
"Oklahoma",1979,0
"Oklahoma",1980,0
"Oklahoma",1981,0
"Oklahoma",1982,0
"Oklahoma",1983,0
"Oklahoma",1984,2
"Oklahoma",1985,2
"Oklahoma",1986,4
"Oklahoma",1987,5
"Oklahoma",1988,5
"Oklahoma",1989,6
"Oklahoma",1990,7
"Oklahoma",1991,8
"Oklahoma",1992,8
"Oklahoma",1993,7
"Oklahoma",1994,7
"Oklahoma",1995,7
"Oklahoma",1996,8
"Oklahoma",1997,8
"Oklahoma",1998,9
"Oklahoma",1999,12
"Oklahoma",2000,13
"Oklahoma",2001,14
"Oklahoma",2002,14
"Oklahoma",2003,14
"Oklahoma",2004,14
"Oklahoma",2005,0
"Oklahoma",2006,0
"Oklahoma",2007,0
"Oklahoma",2008,0
"Oklahoma",2009,0
"Oklahoma",2010,0
"Oklahoma",2011,0
"Oklahoma",2012,0
"Oklahoma",2013,0
"Oklahoma",2014,0
"Oregon",1970,0
"Oregon",1971,0
"Oregon",1972,0
"Oregon",1973,0
"Oregon",1974,0
"Oregon",1975,0
"Oregon",1976,0
"Oregon",1977,0
"Oregon",1978,0
"Oregon",1979,0
"Oregon",1980,0
"Oregon",1981,0
"Oregon",1982,0
"Oregon",1983,0
"Oregon",1984,0
"Oregon",1985,0
"Oregon",1986,0
"Oregon",1987,0
"Oregon",1988,0
"Oregon",1989,0
"Oregon",1990,0
"Oregon",1991,0
"Oregon",1992,0
"Oregon",1993,0
"Oregon",1994,0
"Oregon",1995,0
"Oregon",1996,0
"Oregon",1997,0
"Oregon",1998,0
"Oregon",1999,0
"Oregon",2000,0
"Oregon",2001,0
"Oregon",2002,0
"Oregon",2003,0
"Oregon",2004,0
"Oregon",2005,0
"Oregon",2006,0
"Oregon",2007,0
"Oregon",2008,0
"Oregon",2009,0
"Oregon",2010,0
"Oregon",2011,0
"Oregon",2012,0
"Oregon",2013,0
"Oregon",2014,0
"Pennsylvania",1970,0
"Pennsylvania",1971,0
"Pennsylvania",1972,0
"Pennsylvania",1973,0
"Pennsylvania",1974,0
"Pennsylvania",1975,0
"Pennsylvania",1976,0
"Pennsylvania",1977,0
"Pennsylvania",1978,0
"Pennsylvania",1979,0
"Pennsylvania",1980,0
"Pennsylvania",1981,0
"Pennsylvania",1982,0
"Pennsylvania",1983,6
"Pennsylvania",1984,6
"Pennsylvania",1985,6
"Pennsylvania",1986,6
"Pennsylvania",1987,7
"Pennsylvania",1988,7
"Pennsylvania",1989,8
"Pennsylvania",1990,9
"Pennsylvania",1991,11
"Pennsylvania",1992,11
"Pennsylvania",1993,10
"Pennsylvania",1994,10
"Pennsylvania",1995,10
"Pennsylvania",1996,11
"Pennsylvania",1997,11
"Pennsylvania",1998,12
"Pennsylvania",1999,17
"Pennsylvania",2000,18
"Pennsylvania",2001,19
"Pennsylvania",2002,24
"Pennsylvania",2003,23
"Pennsylvania",2004,26
"Pennsylvania",2005,26
"Pennsylvania",2006,26
"Pennsylvania",2007,26
"Pennsylvania",2008,27
"Pennsylvania",2009,33
"Pennsylvania",2010,34
"Pennsylvania",2011,35
"Pennsylvania",2012,35
"Pennsylvania",2013,36
"Pennsylvania",2014,39
"Rhode Island",1970,0
"Rhode Island",1971,0
"Rhode Island",1972,0
"Rhode Island",1973,0
"Rhode Island",1974,0
"Rhode Island",1975,0
"Rhode Island",1976,0
"Rhode Island",1977,0
"Rhode Island",1978,0
"Rhode Island",1979,0
"Rhode Island",1980,0
"Rhode Island",1981,0
"Rhode Island",1982,0
"Rhode Island",1983,0
"Rhode Island",1984,0
"Rhode Island",1985,0
"Rhode Island",1986,0
"Rhode Island",1987,0
"Rhode Island",1988,0
"Rhode Island",1989,0
"Rhode Island",1990,12
"Rhode Island",1991,13
"Rhode Island",1992,14
"Rhode Island",1993,12
"Rhode Island",1994,14
"Rhode Island",1995,15
"Rhode Island",1996,15
"Rhode Island",1997,16
"Rhode Island",1998,18
"Rhode Island",1999,23
"Rhode Island",2000,24
"Rhode Island",2001,27
"Rhode Island",2002,31
"Rhode Island",2003,33
"Rhode Island",2004,38
"Rhode Island",2005,39
"Rhode Island",2006,40
"Rhode Island",2007,40
"Rhode Island",2008,41
"Rhode Island",2009,54
"Rhode Island",2010,55
"Rhode Island",2011,55
"Rhode Island",2012,57
"Rhode Island",2013,56
"Rhode Island",2014,52
"South Carolina",1970,2
"South Carolina",1971,2
"South Carolina",1972,2
"South Carolina",1973,2
"South Carolina",1974,2
"South Carolina",1975,2
"South Carolina",1976,2
"South Carolina",1977,2
"South Carolina",1978,2
"South Carolina",1979,2
"South Carolina",1980,2
"South Carolina",1981,3
"South Carolina",1982,3
"South Carolina",1983,3
"South Carolina",1984,4
"South Carolina",1985,3
"South Carolina",1986,5
"South Carolina",1987,5
"South Carolina",1988,6
"South Carolina",1989,6
"South Carolina",1990,7
"South Carolina",1991,8
"South Carolina",1992,8
"South Carolina",1993,7
"South Carolina",1994,7
"South Carolina",1995,7
"South Carolina",1996,8
"South Carolina",1997,8
"South Carolina",1998,10
"South Carolina",1999,13
"South Carolina",2000,14
"South Carolina",2001,15
"South Carolina",2002,16
"South Carolina",2003,16
"South Carolina",2004,16
"South Carolina",2005,16
"South Carolina",2006,16
"South Carolina",2007,19
"South Carolina",2008,20
"South Carolina",2009,24
"South Carolina",2010,28
"South Carolina",2011,29
"South Carolina",2012,29
"South Carolina",2013,29
"South Carolina",2014,30
"South Dakota",1970,0
"South Dakota",1971,0
"South Dakota",1972,0
"South Dakota",1973,0
"South Dakota",1974,0
"South Dakota",1975,0
"South Dakota",1976,0
"South Dakota",1977,0
"South Dakota",1978,0
"South Dakota",1979,0
"South Dakota",1980,0
"South Dakota",1981,0
"South Dakota",1982,0
"South Dakota",1983,0
"South Dakota",1984,0
"South Dakota",1985,0
"South Dakota",1986,0
"South Dakota",1987,6
"South Dakota",1988,5
"South Dakota",1989,6
"South Dakota",1990,6
"South Dakota",1991,7
"South Dakota",1992,7
"South Dakota",1993,6
"South Dakota",1994,6
"South Dakota",1995,7
"South Dakota",1996,7
"South Dakota",1997,8
"South Dakota",1998,8
"South Dakota",1999,11
"South Dakota",2000,12
"South Dakota",2001,13
"South Dakota",2002,14
"South Dakota",2003,14
"South Dakota",2004,14
"South Dakota",2005,14
"South Dakota",2006,14
"South Dakota",2007,18
"South Dakota",2008,18
"South Dakota",2009,22
"South Dakota",2010,24
"South Dakota",2011,24
"South Dakota",2012,23
"South Dakota",2013,23
"South Dakota",2014,24
"Tennessee",1970,2
"Tennessee",1971,2
"Tennessee",1972,2
"Tennessee",1973,2
"Tennessee",1974,2
"Tennessee",1975,2
"Tennessee",1976,2
"Tennessee",1977,2
"Tennessee",1978,3
"Tennessee",1979,3
"Tennessee",1980,3
"Tennessee",1981,3
"Tennessee",1982,4
"Tennessee",1983,4
"Tennessee",1984,5
"Tennessee",1985,5
"Tennessee",1986,8
"Tennessee",1987,9
"Tennessee",1988,9
"Tennessee",1989,10
"Tennessee",1990,11
"Tennessee",1991,12
"Tennessee",1992,14
"Tennessee",1993,14
"Tennessee",1994,13
"Tennessee",1995,13
"Tennessee",1996,13
"Tennessee",1997,14
"Tennessee",1998,16
"Tennessee",1999,21
"Tennessee",2000,23
"Tennessee",2001,25
"Tennessee",2002,27
"Tennessee",2003,27
"Tennessee",2004,26
"Tennessee",2005,29
"Tennessee",2006,31
"Tennessee",2007,32
"Tennessee",2008,26
"Tennessee",2009,32
"Tennessee",2010,34
"Tennessee",2011,35
"Tennessee",2012,34
"Tennessee",2013,35
"Tennessee",2014,35
"Texas",1970,0
"Texas",1971,0
"Texas",1972,0
"Texas",1973,0
"Texas",1974,0
"Texas",1975,0
"Texas",1976,0
"Texas",1977,0
"Texas",1978,0
"Texas",1979,0
"Texas",1980,0
"Texas",1981,0
"Texas",1982,0
"Texas",1983,0
"Texas",1984,4
"Texas",1985,4
"Texas",1986,5
"Texas",1987,8
"Texas",1988,8
"Texas",1989,9
"Texas",1990,11
"Texas",1991,12
"Texas",1992,13
"Texas",1993,13
"Texas",1994,12
"Texas",1995,12
"Texas",1996,12
"Texas",1997,13
"Texas",1998,14
"Texas",1999,18
"Texas",2000,20
"Texas",2001,20
"Texas",2002,22
"Texas",2003,22
"Texas",2004,21
"Texas",2005,21
"Texas",2006,21
"Texas",2007,28
"Texas",2008,28
"Texas",2009,34
"Texas",2010,35
"Texas",2011,36
"Texas",2012,35
"Texas",2013,36
"Texas",2014,36
"Utah",1970,2
"Utah",1971,2
"Utah",1972,2
"Utah",1973,2
"Utah",1974,2
"Utah",1975,2
"Utah",1976,2
"Utah",1977,2
"Utah",1978,3
"Utah",1979,3
"Utah",1980,3
"Utah",1981,3
"Utah",1982,4
"Utah",1983,5
"Utah",1984,6
"Utah",1985,6
"Utah",1986,5
"Utah",1987,6
"Utah",1988,7
"Utah",1989,8
"Utah",1990,8
"Utah",1991,8
"Utah",1992,9
"Utah",1993,9
"Utah",1994,8
"Utah",1995,8
"Utah",1996,9
"Utah",1997,10
"Utah",1998,12
"Utah",1999,15
"Utah",2000,16
"Utah",2001,16
"Utah",2002,18
"Utah",2003,18
"Utah",2004,18
"Utah",2005,18
"Utah",2006,18
"Utah",2007,18
"Utah",2008,19
"Utah",2009,22
"Utah",2010,27
"Utah",2011,28
"Utah",2012,29
"Utah",2013,29
"Utah",2014,29
"Vermont",1970,0
"Vermont",1971,0
"Vermont",1972,0
"Vermont",1973,0
"Vermont",1974,0
"Vermont",1975,0
"Vermont",1976,0
"Vermont",1977,0
"Vermont",1978,0
"Vermont",1979,0
"Vermont",1980,0
"Vermont",1981,0
"Vermont",1982,0
"Vermont",1983,0
"Vermont",1984,0
"Vermont",1985,4
"Vermont",1986,4
"Vermont",1987,5
"Vermont",1988,5
"Vermont",1989,6
"Vermont",1990,6
"Vermont",1991,8
"Vermont",1992,9
"Vermont",1993,8
"Vermont",1994,8
"Vermont",1995,10
"Vermont",1996,10
"Vermont",1997,11
"Vermont",1998,12
"Vermont",1999,15
"Vermont",2000,16
"Vermont",2001,17
"Vermont",2002,19
"Vermont",2003,26
"Vermont",2004,27
"Vermont",2005,27
"Vermont",2006,29
"Vermont",2007,31
"Vermont",2008,34
"Vermont",2009,40
"Vermont",2010,41
"Vermont",2011,45
"Vermont",2012,45
"Vermont",2013,46
"Vermont",2014,46
"Virginia",1970,1
"Virginia",1971,1
"Virginia",1972,1
"Virginia",1973,1
"Virginia",1974,1
"Virginia",1975,2
"Virginia",1976,2
"Virginia",1977,2
"Virginia",1978,2
"Virginia",1979,2
"Virginia",1980,2
"Virginia",1981,2
"Virginia",1982,3
"Virginia",1983,3
"Virginia",1984,3
"Virginia",1985,3
"Virginia",1986,4
"Virginia",1987,5
"Virginia",1988,5
"Virginia",1989,6
"Virginia",1990,6
"Virginia",1991,7
"Virginia",1992,7
"Virginia",1993,7
"Virginia",1994,7
"Virginia",1995,7
"Virginia",1996,7
"Virginia",1997,7
"Virginia",1998,8
"Virginia",1999,11
"Virginia",2000,12
"Virginia",2001,13
"Virginia",2002,14
"Virginia",2003,15
"Virginia",2004,15
"Virginia",2005,17
"Virginia",2006,17
"Virginia",2007,18
"Virginia",2008,18
"Virginia",2009,22
"Virginia",2010,23
"Virginia",2011,23
"Virginia",2012,23
"Virginia",2013,24
"Virginia",2014,26
"Washington",1970,2
"Washington",1971,2
"Washington",1972,2
"Washington",1973,2
"Washington",1974,2
"Washington",1975,3
"Washington",1976,3
"Washington",1977,3
"Washington",1978,3
"Washington",1979,3
"Washington",1980,3
"Washington",1981,4
"Washington",1982,5
"Washington",1983,6
"Washington",1984,7
"Washington",1985,7
"Washington",1986,9
"Washington",1987,10
"Washington",1988,10
"Washington",1989,11
"Washington",1990,12
"Washington",1991,13
"Washington",1992,13
"Washington",1993,14
"Washington",1994,15
"Washington",1995,16
"Washington",1996,17
"Washington",1997,18
"Washington",1998,19
"Washington",1999,23
"Washington",2000,25
"Washington",2001,26
"Washington",2002,31
"Washington",2003,31
"Washington",2004,31
"Washington",2005,34
"Washington",2006,35
"Washington",2007,35
"Washington",2008,37
"Washington",2009,42
"Washington",2010,50
"Washington",2011,50
"Washington",2012,50
"Washington",2013,50
"Washington",2014,51
"West Virginia",1970,2
"West Virginia",1971,2
"West Virginia",1972,2
"West Virginia",1973,2
"West Virginia",1974,2
"West Virginia",1975,2
"West Virginia",1976,2
"West Virginia",1977,2
"West Virginia",1978,2
"West Virginia",1979,2
"West Virginia",1980,2
"West Virginia",1981,4
"West Virginia",1982,5
"West Virginia",1983,5
"West Virginia",1984,5
"West Virginia",1985,5
"West Virginia",1986,6
"West Virginia",1987,6
"West Virginia",1988,8
"West Virginia",1989,9
"West Virginia",1990,9
"West Virginia",1991,9
"West Virginia",1992,10
"West Virginia",1993,9
"West Virginia",1994,9
"West Virginia",1995,9
"West Virginia",1996,10
"West Virginia",1997,11
"West Virginia",1998,12
"West Virginia",1999,15
"West Virginia",2000,17
"West Virginia",2001,18
"West Virginia",2002,18
"West Virginia",2003,21
"West Virginia",2004,20
"West Virginia",2005,20
"West Virginia",2006,21
"West Virginia",2007,21
"West Virginia",2008,22
"West Virginia",2009,27
"West Virginia",2010,27
"West Virginia",2011,28
"West Virginia",2012,28
"West Virginia",2013,29
"West Virginia",2014,29
"Wisconsin",1970,0
"Wisconsin",1971,0
"Wisconsin",1972,0
"Wisconsin",1973,0
"Wisconsin",1974,0
"Wisconsin",1975,2
"Wisconsin",1976,2
"Wisconsin",1977,2
"Wisconsin",1978,2
"Wisconsin",1979,2
"Wisconsin",1980,3
"Wisconsin",1981,3
"Wisconsin",1982,5
"Wisconsin",1983,5
"Wisconsin",1984,5
"Wisconsin",1985,5
"Wisconsin",1986,6
"Wisconsin",1987,7
"Wisconsin",1988,7
"Wisconsin",1989,8
"Wisconsin",1990,8
"Wisconsin",1991,9
"Wisconsin",1992,10
"Wisconsin",1993,9
"Wisconsin",1994,9
"Wisconsin",1995,10
"Wisconsin",1996,10
"Wisconsin",1997,10
"Wisconsin",1998,12
"Wisconsin",1999,16
"Wisconsin",2000,17
"Wisconsin",2001,19
"Wisconsin",2002,20
"Wisconsin",2003,19
"Wisconsin",2004,19
"Wisconsin",2005,19
"Wisconsin",2006,19
"Wisconsin",2007,21
"Wisconsin",2008,25
"Wisconsin",2009,35
"Wisconsin",2010,35
"Wisconsin",2011,36
"Wisconsin",2012,36
"Wisconsin",2013,37
"Wisconsin",2014,38
"Wyoming",1970,0
"Wyoming",1971,0
"Wyoming",1972,0
"Wyoming",1973,0
"Wyoming",1974,0
"Wyoming",1975,0
"Wyoming",1976,0
"Wyoming",1977,0
"Wyoming",1978,0
"Wyoming",1979,0
"Wyoming",1980,0
"Wyoming",1981,0
"Wyoming",1982,0
"Wyoming",1983,0
"Wyoming",1984,0
"Wyoming",1985,0
"Wyoming",1986,0
"Wyoming",1987,0
"Wyoming",1988,0
"Wyoming",1989,0
"Wyoming",1990,0
"Wyoming",1991,0
"Wyoming",1992,0
"Wyoming",1993,0
"Wyoming",1994,0
"Wyoming",1995,0
"Wyoming",1996,0
"Wyoming",1997,0
"Wyoming",1998,0
"Wyoming",1999,11
"Wyoming",2000,12
"Wyoming",2001,13
"Wyoming",2002,13
"Wyoming",2003,14
"Wyoming",2004,15
"Wyoming",2005,15
"Wyoming",2006,15
"Wyoming",2007,15
"Wyoming",2008,16
"Wyoming",2009,19
"Wyoming",2010,20
"Wyoming",2011,20
"Wyoming",2012,20
"Wyoming",2013,20
"Wyoming",2014,20
